date,temperature,humidity,windspeed,count
28-05-2011,27.98052378,57.5639828,18.564026,822
29-05-2011,29.13950886,57.32552344,16.25735269,772
30-05-2011,30.29849394,57.08706409,13.95067938,723
31-05-2011,31.45747902,56.84860473,11.64400607,673
01-06-2011,30.91939344,59.10525131,18.47489764,513
02-06-2011,28.47722103,38.32982005,24.55196088,736
03-06-2011,23.75847921,41.07508288,21.75820234,898
04-06-2011,24.72429804,45.6504837,18.63805591,823
05-06-2011,25.69011687,50.22588452,15.51790949,748
06-06-2011,26.6559357,54.80128535,12.39776306,673
07-06-2011,28.10468878,54.68498005,17.0993464,763
08-06-2011,31.49885493,56.03430015,13.46209619,676
09-06-2011,33.11316134,53.03314334,14.3941099,563
10-06-2011,30.46405969,55.08046272,13.72866096,815
11-06-2011,28.47722103,53.02540082,17.6470275,831
12-06-2011,26.49038237,50.97033892,21.56539405,847
13-06-2011,24.50354371,48.91527702,25.4837606,863
14-06-2011,22.9720388,49.61322046,22.91105751,727
15-06-2011,24.08963555,47.63575126,15.68014046,769
16-06-2011,24.17238738,59.73340041,18.43060095,545
17-06-2011,25.20723229,62.3855855,13.90520572,863
18-06-2011,24.97266943,62.57946488,14.20113518,809
19-06-2011,24.73810657,62.77334427,14.49706463,754
20-06-2011,24.50354371,62.96722365,14.79299408,699
21-06-2011,26.78011312,64.31659959,15.90219454,774
22-06-2011,29.38783886,60.80359897,15.99043126,661
23-06-2011,29.13948402,60.57093254,20.73695327,746
24-06-2011,28.93255478,53.31232072,19.54008674,969
25-06-2011,28.24267472,54.89432586,16.81910982,931
26-06-2011,27.55279467,56.476331,14.0981329,893
27-06-2011,26.86291462,58.05833614,11.37715597,854
28-06-2011,29.92597411,56.70901604,13.99465507,732
29-06-2011,29.13948402,49.10143249,22.37878395,848
30-06-2011,27.5666032,45.54192093,16.92130368,1027
01-07-2011,28.84975328,43.4248072,11.0219265,1246
02-07-2011,29.14985284,46.13515889,11.44367234,1193
03-07-2011,29.4499524,48.84551059,11.86541817,1139
04-07-2011,29.75005196,51.55586229,12.28716401,1085
05-07-2011,30.05015152,54.26621398,12.70890984,1031
06-07-2011,28.72557586,62.80435157,14.3941099,784
07-07-2011,30.21570485,57.66285347,15.05870287,754
08-07-2011,28.18749028,63.61865614,19.76149884,692
09-07-2011,29.07052417,61.34645008,21.12173764,703
10-07-2011,29.95355805,59.07424401,22.48197645,713
11-07-2011,30.83659194,56.80203794,23.84221525,723
12-07-2011,32.40952243,52.52135537,17.98713476,662
13-07-2011,30.05015152,56.56942735,14.12661783,748
14-07-2011,26.78011312,47.89164524,20.86984333,888
15-07-2011,25.9108712,54.31272494,16.74447358,1318
16-07-2011,27.29063131,55.42943445,17.52842746,1159
17-07-2011,28.67039142,56.54614396,18.31238134,1000
18-07-2011,30.05015152,57.66285347,19.09633522,841
19-07-2011,31.54028052,57.61634252,13.01863,752
20-07-2011,31.12632268,60.78031558,11.82147814,644
21-07-2011,33.44431767,59.89627249,19.53980141,632
22-07-2011,35.1,53.70785923,13.19695805,562
23-07-2011,33.36151617,56.99593594,12.1913852,564
24-07-2011,31.62303235,60.28401265,11.18581236,566
25-07-2011,29.88454852,63.57208936,10.18023951,568
26-07-2011,31.29192568,51.49766776,17.98742008,750
27-07-2011,31.45747902,43.79706231,16.78941225,755
28-07-2011,31.66445793,53.87067548,16.43389745,606
29-07-2011,34.60329034,51.5907455,16.12424863,670
30-07-2011,33.49950212,51.74583784,15.71002824,690
31-07-2011,32.3957139,51.90093018,15.29580785,710
01-08-2011,31.29192568,52.05602252,14.88158746,729
02-08-2011,31.87138718,48.72917738,18.38630426,801
03-08-2011,29.30508703,58.01182519,13.37407346,467
04-08-2011,28.2288662,63.59537275,17.76572265,799
05-08-2011,28.27024211,56.52286057,16.87736365,1023
06-08-2011,29.16708452,55.80165234,17.05519238,964
07-08-2011,30.06392694,55.08044411,17.23302111,905
08-08-2011,30.96076935,54.35923589,17.41084984,846
09-08-2011,31.45747902,53.14950447,14.48241795,907
10-08-2011,31.04357085,44.98356617,17.98742008,884
11-08-2011,28.60139844,44.96028278,15.45787238,812
12-08-2011,28.14606469,44.47172237,12.66347186,1051
13-08-2011,27.44239267,50.00097923,14.64488669,959
14-08-2011,26.73872064,55.53023609,16.62630153,867
15-08-2011,26.03504862,61.05949296,18.60771637,775
16-08-2011,27.77353245,53.5914981,20.5604085,721
17-08-2011,28.89112919,53.42868185,13.95071504,668
18-08-2011,28.3116677,57.84895311,20.33778377,639
19-08-2011,26.98709203,61.6644145,13.63978226,797
20-08-2011,27.09747748,56.95716751,16.90775075,809
21-08-2011,27.20786292,52.24992051,20.17571923,821
22-08-2011,27.31824837,47.54267352,23.44368772,833
23-08-2011,24.79327446,46.72842478,14.1715565,1281
24-08-2011,26.40758087,55.08046272,21.75727503,949
25-08-2011,26.94571612,64.38639393,18.74174773,435
26-08-2011,27.73215653,63.80475578,9.691920248,768
27-08-2011,26.68355276,59.95830571,11.49570846,755
28-08-2011,25.63494898,56.11185563,13.29949667,742
29-08-2011,24.58634521,52.26540555,15.10328489,729
30-08-2011,24.71052263,51.91643383,12.61974582,775
31-08-2011,25.57976454,54.68498005,9.647038645,688
01-09-2011,25.49696304,56.98819342,13.81725433,783
02-09-2011,24.91745187,61.89702509,13.68407894,875
03-09-2011,23.63428938,64.1286853,17.3222208,708
04-09-2011,22.35112689,66.3603455,20.96036265,540
05-09-2011,21.06796439,68.59200571,24.5985045,372
06-09-2011,19.7848019,70.82366591,28.23664635,204
07-09-2011,22.72368397,72.50576545,10.62338471,118
08-09-2011,24.44955137,73.76105861,17.45172263,153
09-09-2011,25.24860821,71.43562272,12.57487848,417
10-09-2011,25.15502811,67.60636997,11.7316008,508
11-09-2011,25.06144801,63.77711722,10.88832313,599
12-09-2011,24.96786791,59.94786447,10.04504545,690
13-09-2011,25.28998412,61.08277635,13.81782498,701
14-09-2011,26.40758087,60.22196082,15.63648575,647
15-09-2011,21.64746314,60.89667671,23.04394757,428
16-09-2011,16.26645833,54.26621398,15.41414634,742
17-09-2011,17.59101743,56.11963537,15.11833577,725
18-09-2011,18.91557654,57.97305676,14.82252521,708
19-09-2011,20.24013565,59.82647815,14.52671464,691
20-09-2011,20.86102273,70.50501285,13.32920613,438
21-09-2011,22.51670505,71.55192802,10.57940188,539
22-09-2011,24.17238738,71.66823332,12.84208523,555
23-09-2011,23.22039363,75.6,9.29276501,258
24-09-2011,23.88267319,73.2890255,10.06155625,400
25-09-2011,24.54495274,70.978051,10.83034749,542
26-09-2011,25.20723229,68.6670765,11.59913873,684
27-09-2011,24.58634521,70.73767928,12.13205427,477
28-09-2011,24.50354371,68.6903599,14.30466055,480
29-09-2011,23.59292588,60.33832195,16.03472795,653
30-09-2011,20.98520014,57.45347044,18.43088627,830
01-10-2011,18.00494215,59.56280442,15.50323428,664
02-10-2011,15.02468417,61.67213841,12.57558228,497
03-10-2011,12.04442618,63.78147239,9.647930285,330
04-10-2011,17.01152283,60.94318766,18.38658959,486
05-10-2011,19.70200039,57.47675383,16.34623139,559
06-10-2011,17.50823249,55.96450581,13.32920613,639
07-10-2011,18.33604882,59.50078982,5.3,949
08-10-2011,19.029381,61.23982758,7.451533257,879
09-10-2011,19.72271319,62.97886535,9.603066515,808
10-10-2011,20.41604537,64.71790311,11.75459977,738
11-10-2011,21.10937756,66.45694087,13.90613303,667
12-10-2011,19.95035523,71.90089974,21.40361485,217
13-10-2011,22.2269743,71.36582838,13.81661235,290
14-10-2011,20.32288748,61.29215938,19.67262014,529
15-10-2011,20.0469487,58.74853707,18.51933699,591
16-10-2011,19.77100992,56.20491476,17.36605383,652
17-10-2011,19.49507115,53.66129244,16.21277067,713
18-10-2011,19.41226965,60.47791064,11.55541269,637
19-10-2011,19.87117971,71.28486694,21.06044035,254
20-10-2011,16.59756499,56.82532134,33.82416344,471
21-10-2011,14.19681817,53.35888751,19.4952194,676
22-10-2011,14.79010475,57.0424655,17.05559659,684
23-10-2011,15.38339133,60.7260435,14.61597377,692
24-10-2011,15.97667791,64.40962149,12.17635096,699
25-10-2011,16.39063574,56.08086694,15.59069111,695
26-10-2011,17.01152283,61.52482581,14.30558786,404
27-10-2011,16.30783424,66.6896073,17.80944869,240
28-10-2011,9.395274853,54.01026416,20.07178965,456
29-10-2011,9.547052769,56.19715362,17.14414241,425
30-10-2011,9.698830686,58.38404308,14.21649517,394
31-10-2011,9.850608603,60.57093254,11.28884792,362
01-11-2011,12.87224251,59.47750643,13.37321749,410
02-11-2011,11.71326985,61.43174807,9.558473803,370
03-11-2011,13.24477475,60.5011382,13.46209619,318
04-11-2011,12.99641992,56.05758355,23.08910023,470
05-11-2011,12.85845053,58.59344473,17.98763408,438
06-11-2011,12.72048115,61.12930591,12.88616792,406
07-11-2011,12.58251176,63.6651671,7.784701768,373
08-11-2011,13.24477475,61.59462015,8.627301798,376
09-11-2011,12.83086659,63.6418837,8.139274993,305
10-11-2011,11.83744726,66.71283486,17.18915241,190
11-11-2011,13.7001085,63.55464077,19.28502413,292
12-11-2011,15.56276975,60.39644668,21.38089585,393
13-11-2011,17.42543099,57.2382526,23.47676758,494
14-11-2011,19.28809223,54.08005851,25.5726393,595
15-11-2011,19.28809223,59.7566838,17.94283807,449
16-11-2011,15.64557125,73.22699229,13.46295216,145
17-11-2011,9.933410104,53.45190941,25.48461658,139
18-11-2011,6.580619867,44.19254499,15.72443715,245
19-11-2011,9.450492411,53.49845758,14.99973573,237
20-11-2011,12.32036495,62.80437018,14.27503432,229
21-11-2011,15.1902375,72.11028278,13.55033291,220
22-11-2011,13.65873259,75.04164524,12.17635096,69
23-11-2011,14.85908116,63.61865614,27.65757951,112
24-11-2011,13.2240868,60.43137177,19.20735513,604
25-11-2011,11.58909243,57.2440874,10.75713075,1095
26-11-2011,13.71630124,59.09211136,11.78492327,815
27-11-2011,15.84351005,60.94013532,12.81271579,534
28-11-2011,17.97071886,62.78815928,13.84050831,253
29-11-2011,15.72832308,67.68995568,22.11278983,96
30-11-2011,9.105544105,55.54573974,23.04480354,188
01-12-2011,8.484657025,50.59034129,19.40691135,182
02-12-2011,8.567458526,56.24368319,10.88967842,268
03-12-2011,9.754031687,59.98931301,9.973174491,257
04-12-2011,10.94060485,63.73494283,9.056670562,245
05-12-2011,12.12717801,67.48057265,8.140166634,233
06-12-2011,15.93530199,74.32041841,20.29320175,126
07-12-2011,13.32757626,75.4836947,22.68936008,50
08-12-2011,6.166662032,53.68457584,20.82640262,150
09-12-2011,7.408436194,60.15216648,9.603055815,261
10-12-2011,6.539194281,59.68687085,9.14495008,222
11-12-2011,5.669952368,59.22157522,8.686844344,183
12-12-2011,4.800710455,58.75627959,8.228738609,143
13-12-2011,6.994528031,54.24293059,13.72837563,155
14-12-2011,8.733011857,58.36079692,8.051002609,178
15-12-2011,13.94846334,56.70901604,22.82253546,181
16-12-2011,11.58909243,49.24102118,22.28990525,178
17-12-2011,9.960994047,51.79238602,20.20515525,206
18-12-2011,8.332895665,54.34375085,18.12040525,233
19-12-2011,6.704797283,56.89511568,16.03565526,260
20-12-2011,12.12717801,54.54539136,8.094692981,216
21-12-2011,14.23819408,69.22543126,19.49550473,107
22-12-2011,13.98983925,63.59537275,7.074956134,227
23-12-2011,11.50629093,59.61709512,23.26507435,163
24-12-2011,10.90610422,60.68145887,21.73509102,148
25-12-2011,10.30591752,61.74582262,20.2051077,133
26-12-2011,9.705730811,62.81018638,18.67512437,118
27-12-2011,9.105544105,63.87455013,17.14514104,103
28-12-2011,7.820556203,49.43622201,24.67136934,255
29-12-2011,5.297420119,53.35888751,12.22057631,254
30-12-2011,8.44328111,56.84860473,13.28519476,491
31-12-2011,6.435742076,54.12080445,17.41052885,391
01-01-2012,4.428203042,51.39300416,21.53586293,290
02-01-2012,2.420664008,48.66520388,25.66119701,190
03-01-2012,0.413124974,45.9374036,29.78653109,89
04-01-2012,-1.697891101,44.44843897,16.87764897,95
05-01-2012,6.166662032,50.56711373,12.97490396,140
06-01-2012,9.560877855,51.56746211,15.67985513,307
07-01-2012,7.739609085,54.53761162,14.03904687,240
08-01-2012,5.918340314,57.50776113,12.3982386,173
09-01-2012,4.097071544,60.47791064,10.75743034,106
10-01-2012,8.295708668,57.39886334,17.08108561,173
11-01-2012,6.580619867,68.62056555,13.06292668,92
12-01-2012,11.96162468,66.13125254,16.61136953,269
13-01-2012,6.580619867,49.63650386,30.67367747,174
14-01-2012,7.808436487,52.54814244,30.15691845,163
15-01-2012,9.036253107,55.45978103,29.64015943,151
16-01-2012,10.26406973,58.37141961,29.12340041,139
17-01-2012,11.49188635,61.2830582,28.60664139,127
18-01-2012,8.029323275,46.05370889,33.33582991,109
19-01-2012,2.399963632,49.0781491,19.40691135,130
20-01-2012,3.76591521,46.42596401,18.16517748,115
21-01-2012,3.779707182,55.01066838,15.97668811,125
22-01-2012,3.793499154,63.59537275,13.78819875,135
23-01-2012,3.807291125,72.18007712,11.59970938,145
24-01-2012,9.974786019,67.96913306,12.53122377,439
25-01-2012,7.574039196,57.2440874,15.19216359,467
26-01-2012,9.933410104,64.2700328,8.938184651,244
27-01-2012,14.07264075,62.68804627,28.14562772,269
28-01-2012,11.49251551,56.35226458,25.12891156,222
29-01-2012,8.912390274,50.01648288,22.1121954,174
30-01-2012,6.332265035,43.68070118,19.09547925,126
31-01-2012,12.33415693,44.5648001,22.37849862,324
01-02-2012,16.26645833,49.65978725,17.18915241,304
02-02-2012,12.78949068,58.87264072,17.05504971,190
03-02-2012,8.52603294,50.70670242,16.43511009,310
04-02-2012,8.017336015,52.48426201,15.84791149,276
05-02-2012,7.508639091,54.26182159,15.26071289,241
06-02-2012,6.999942166,56.03938118,14.67351429,206
07-02-2012,10.55429718,49.00835476,14.21549653,199
08-02-2012,5.711377954,61.6644145,13.24125473,109
09-02-2012,6.125286117,52.68417162,17.54366857,163
10-02-2012,6.91172653,51.45115681,12.0434609,227
11-02-2012,5.945907701,49.05488432,13.24073164,183
12-02-2012,4.980088872,46.65861183,14.43800238,139
13-02-2012,4.014270043,44.26233933,15.63527312,94
14-02-2012,8.815813358,49.7062982,13.77324297,135
15-02-2012,10.26451677,50.9625964,16.65652219,141
16-02-2012,8.691635942,63.33947877,10.22422947,74
17-02-2012,10.01616193,56.7322436,18.38601894,349
18-02-2012,9.32689035,56.17060851,18.38371851,303
19-02-2012,8.637618766,55.60897342,18.38141807,256
20-02-2012,7.948347182,55.04733833,18.37911764,210
21-02-2012,7.259075598,54.48570324,18.37681721,163
22-02-2012,12.62388767,53.00991578,20.4278751,394
23-02-2012,15.52139383,52.26540555,17.32082984,516
24-02-2012,13.20339884,62.47866324,20.64871655,246
25-02-2012,12.52732731,57.88774015,21.37310886,249
26-02-2012,11.85125579,53.29681707,22.09750117,251
27-02-2012,11.17518427,48.70589398,22.82189348,253
28-02-2012,10.80265202,43.4015238,17.49944321,229
29-02-2012,10.06657796,66.23544154,16.47940677,65
01-03-2012,17.09427466,55.66210087,19.89403225,325
02-03-2012,10.5128716,57.9885418,14.03895176,246
03-03-2012,8.691602828,55.18126437,16.03513216,232
04-03-2012,6.870334057,52.37398694,18.03131256,218
05-03-2012,5.049065287,49.56670951,20.02749296,203
06-03-2012,5.794129784,46.79821913,18.03143145,221
07-03-2012,13.03784551,49.96219219,28.36761047,432
08-03-2012,19.16391482,52.98663239,35.2,486
09-03-2012,13.36895217,44.0296729,33.29096257,447
10-03-2012,14.29339508,45.55740596,28.36703982,578
11-03-2012,15.217838,47.08513902,23.44311707,708
12-03-2012,16.14228091,48.61287208,18.51919432,838
13-03-2012,21.02657606,55.77840617,20.60470519,762
14-03-2012,21.39910831,49.61322046,11.91028551,997
15-03-2012,20.65404381,53.66129244,14.3941099,1005
16-03-2012,14.61072633,68.31810478,11.77689613,548
17-03-2012,16.41820313,66.2087708,12.94494485,693
18-03-2012,18.22567993,64.09943681,14.11299357,838
19-03-2012,20.03315673,61.99010283,15.28104229,982
20-03-2012,20.81959714,66.41042992,12.35318105,1051
21-03-2012,19.37089373,67.15488432,10.09107549,1122
22-03-2012,20.48849048,67.71323907,12.08861356,1334
23-03-2012,22.84786139,60.05914458,11.99859356,1820
24-03-2012,20.26771959,56.03433738,18.43079117,1479
25-03-2012,17.68757779,52.00953018,24.86298877,1137
26-03-2012,15.107436,47.98472298,31.29518638,795
27-03-2012,9.022742604,37.49228792,17.05540637,531
28-03-2012,17.01152283,48.17082262,24.50802085,674
29-03-2012,17.50823249,45.8210983,26.50379704,834
30-03-2012,11.3407376,53.73108679,13.55126021,796
31-03-2012,12.39894442,52.30756134,17.69018289,934
01-04-2012,13.45715125,50.88403589,21.82910557,1071
02-04-2012,14.51535808,49.46051044,25.96802825,1208
03-04-2012,16.14228091,43.44809059,10.84538173,1348
04-04-2012,19.8676034,47.51939013,16.61194018,1058
05-04-2012,14.56935042,42.19179239,19.36204401,1192
06-04-2012,12.99641992,42.35460864,25.12981509,1807
07-04-2012,14.4175725,41.24566026,26.50432014,1507
08-04-2012,15.83872508,40.13671188,27.87882518,1206
09-04-2012,17.25987766,39.0277635,29.25333023,905
10-04-2012,15.14886158,45.58843188,21.49099559,819
11-04-2012,10.28254733,47.51838509,24.76502723,482
12-04-2012,12.70668917,47.33329049,24.41942748,663
13-04-2012,14.94188267,44.09946725,14.79270876,1252
14-04-2012,17.00115401,43.84938015,16.89979731,1187
15-04-2012,19.06042536,43.59929306,19.00688587,1121
16-04-2012,21.1196967,43.34920596,21.11397443,1055
17-04-2012,23.17896805,43.09911887,23.22106299,989
18-04-2012,15.97667791,53.07971013,15.68014046,347
19-04-2012,17.71516174,55.49922879,8.405582968,846
20-04-2012,19.1225389,60.08237213,14.39325393,1340
21-04-2012,15.72835619,61.42398694,18.04600679,959
22-04-2012,12.33417348,62.76560175,21.69875966,577
23-04-2012,8.939990774,64.10721656,25.35151252,195
24-04-2012,13.49312959,46.65863044,21.49156624,518
25-04-2012,16.63899058,45.1929492,12.17635096,655
26-04-2012,17.71516174,63.5488618,16.30164937,475
27-04-2012,15.68694716,43.68070118,28.49985855,1014
28-04-2012,15.79733261,46.82920781,24.31521256,898
29-04-2012,15.90771805,49.97771445,20.13056657,782
30-04-2012,16.0181035,53.12622108,15.94592058,665
01-05-2012,23.42732288,58.12813049,14.83729077,653
02-05-2012,20.98520014,65.80550838,13.55061823,667
03-05-2012,20.77822123,64.20023846,13.23947145,764
04-05-2012,24.13101146,62.36235794,15.32533897,1069
05-05-2012,22.64088247,61.0362654,16.93702032,1049
06-05-2012,21.15075347,59.71017285,18.54870167,1029
07-05-2012,19.66062448,58.38408031,20.16038302,1008
08-05-2012,21.85444206,59.59381172,24.8188823,738
09-05-2012,21.52328572,62.85091835,19.1397046,620
10-05-2012,18.08769398,52.12581686,26.10526952,1026
11-05-2012,19.45364556,41.4240546,20.60377788,1319
12-05-2012,20.11592512,49.41161717,20.02730274,994
13-05-2012,20.77820467,57.39917974,19.45082761,668
14-05-2012,21.44048422,65.38674231,18.87435247,342
15-05-2012,23.34457105,65.66591969,14.21642383,625
16-05-2012,24.58634521,60.26852761,12.44170309,991
17-05-2012,22.43390355,50.3344473,20.07150432,1242
18-05-2012,20.98520014,50.52054694,13.46209619,1521
19-05-2012,21.55088622,55.87920781,15.75389694,1224
20-05-2012,22.1165723,61.23786869,18.04569769,927
21-05-2012,22.68225838,66.59652956,20.33749844,630
22-05-2012,23.51012438,64.06064977,12.13176895,819
23-05-2012,23.84128071,64.54921018,10.97855712,766
24-05-2012,25.49696304,61.31544278,16.03565526,1059
25-05-2012,26.7387372,63.0137346,13.72837563,1417
26-05-2012,27.26649122,62.1413053,16.48978546,1283
27-05-2012,27.79424524,61.26887599,19.2511953,1149
28-05-2012,28.32199926,60.39644668,22.01260513,1015
29-05-2012,28.84975328,59.52401738,24.77401497,880
30-05-2012,25.57976454,58.70976864,13.28462411,745
31-05-2012,26.7387372,48.82225512,17.63226194,1100
01-06-2012,25.45558712,63.47906746,20.64843123,533
